id,identity_to_query
UniRef100_UPI0011EA25C8/139-393,0.356
UniRef100_A0A6P7HYR2/163-417,0.356
UniRef100_UPI0021D7A530/139-393,0.352
UniRef100_UPI001A7E8562/164-418,0.360
UniRef100_UPI0015E0C6FB/144-398,0.352
UniRef100_UPI0021D78FE3/139-393,0.352
UniRef100_UPI002AD37CF1/139-393,0.360
UniRef100_UPI000DF30917/164-418,0.356
UniRef100_UPI001CE227F4/164-418,0.352
UniRef100_UPI0021D7A597/139-393,0.352
UniRef100_A0A6J2PH02/139-393,0.356
UniRef100_UPI0015E1359D/144-398,0.352
UniRef100_UPI0022341710/139-393,0.356
UniRef100_UPI001CE191C5/139-393,0.352
UniRef100_UPI002FE5563A/139-393,0.356
UniRef100_A0A6J2PHR5/144-398,0.356
UniRef100_UPI00032A1EB8/164-418,0.356
UniRef100_A0A9Y3VLH7/164-418,0.356
UniRef100_UPI0009016CAD/144-398,0.352
UniRef100_UPI00223489DB/164-418,0.356
UniRef100_UPI001B3B119E/144-398,0.352
UniRef100_UPI000DF38EF3/164-418,0.356
UniRef100_UPI002FE6078B/164-418,0.356
UniRef100_UPI001B3AF887/144-398,0.352
UniRef100_UPI0013AF0535/164-418,0.352
UniRef100_UPI00155E4E39/164-418,0.352
UniRef100_UPI001CE212D9/144-398,0.352
UniRef100_UPI000DF18FE8/164-418,0.356
UniRef100_UPI0021F52B88/144-398,0.352
UniRef100_UPI001B3AE322/144-398,0.352
UniRef100_UPI0021F64F15/144-398,0.352
UniRef100_UPI0025ADD6F9/160-414,0.356
UniRef100_UPI0011E9C54D/139-393,0.356
UniRef100_UPI001B3B13D3/144-398,0.352
UniRef100_UPI0006491411/164-418,0.356
UniRef100_A0A9Y3R9C3/164-418,0.356
UniRef100_UPI001CE1E58D/164-418,0.352
UniRef100_UPI0022340566/164-418,0.356
UniRef100_UPI0013AF2A83/164-418,0.352
UniRef100_UPI000901BAE7/144-398,0.352
UniRef100_A0A6J2PHN7/139-393,0.356
UniRef100_UPI002FE5BEB4/164-418,0.356
UniRef100_UPI00155ED7C8/164-418,0.352
UniRef100_UPI001962B3D3/144-398,0.352
UniRef100_UPI0022345C37/164-418,0.356
UniRef100_UPI001CE159C3/164-418,0.352
UniRef100_UPI002FE58D2A/164-418,0.356
UniRef100_UPI0024067BD0/160-414,0.356
UniRef100_A0A6J2PHQ5/139-393,0.356
UniRef100_UPI001CE07D4C/164-418,0.352
UniRef100_UPI0023A8BDA1/176-425,0.395
UniRef100_UPI001C2D797D/139-393,0.356
UniRef100_A0A3P9DIB9/124-378,0.356
UniRef100_A0A6J2PFM0/144-398,0.356
UniRef100_A0A3B4H7B0/124-378,0.356
UniRef100_UPI001CE13E32/164-418,0.352
UniRef100_A0A6J2PHN2/144-398,0.356
UniRef100_UPI000E42957A/164-418,0.356
UniRef100_UPI002406A59C/160-414,0.356
UniRef100_A0A3P8S5I5/81-335,0.356
UniRef100_A0A3Q2VK42/127-381,0.356
UniRef100_A0A8D0AYZ5/125-379,0.352
UniRef100_UPI002405C7B1/160-414,0.356
UniRef100_A0A3P8S5F7/81-335,0.356
UniRef100_UPI000CE252F7/164-418,0.356
UniRef100_UPI0015A5F7C0/198-447,0.395
UniRef100_UPI0013AFC2BE/164-418,0.352
UniRef100_UPI00155ED33E/164-418,0.352
UniRef100_UPI001CE05E8C/159-413,0.352
UniRef100_UPI000E424660/164-418,0.356
UniRef100_A0A6J2PGZ6/139-393,0.356
UniRef100_UPI0013AF8D57/164-418,0.352
UniRef100_UPI00155F128B/164-418,0.352
UniRef100_UPI001C2DB96A/164-418,0.356
UniRef100_UPI001CE0B773/164-418,0.352
UniRef100_UPI0019639AB5/164-418,0.352
UniRef100_UPI0013AE9D8F/164-418,0.352
UniRef100_UPI002AD22FE7/139-393,0.360
UniRef100_UPI001CE1AD9F/164-418,0.352
UniRef100_UPI00155E040E/164-418,0.352
UniRef100_UPI001965AB77/164-418,0.352
UniRef100_UPI001CE0F985/164-418,0.352
UniRef100_UPI000DF3D07A/164-418,0.356
UniRef100_UPI001A99F873/139-393,0.352
UniRef100_A0A6J2PHM7/144-398,0.356
UniRef100_UPI001CE15591/164-418,0.352
UniRef100_UPI001962B933/164-418,0.352
UniRef100_UPI000A32EDC8/132-381,0.391
UniRef100_A0A151MFU1/199-448,0.395
UniRef100_A0A6J0GVW6/199-448,0.395
UniRef100_A0AA88MCR9/139-393,0.356
UniRef100_UPI000329FFBB/164-418,0.356
UniRef100_UPI00223458AD/164-418,0.356
UniRef100_UPI00052EE343/199-448,0.395
UniRef100_A0A6J3E3T5/199-448,0.395
UniRef100_UPI000521B800/199-448,0.395
UniRef100_U3JG48/199-448,0.395
UniRef100_A0A2I0M3M4/199-448,0.395
UniRef100_A0A8K1LIH8/199-448,0.395
UniRef100_UPI000E1BC18C/199-448,0.395
UniRef100_UPI0028A11780/199-448,0.395
UniRef100_UPI002FE65153/164-418,0.356
UniRef100_A0A672UST8/199-448,0.395
UniRef100_UPI0024370D8B/139-393,0.356
UniRef100_UPI002AD309AF/139-393,0.360
UniRef100_A0A8C7Z894/129-383,0.356
UniRef100_UPI001E8E75E8/144-398,0.352
UniRef100_F6ZCY5/183-432,0.395
UniRef100_A0A6P7Y7K9/199-448,0.402
UniRef100_UPI00155EFA8D/164-418,0.352
UniRef100_UPI0013AF58F4/164-418,0.352
UniRef100_UPI00155E832B/164-418,0.352
UniRef100_A0A6J2PFL0/159-413,0.356
UniRef100_UPI002AD48693/139-393,0.360
UniRef100_UPI001C2DA72F/164-418,0.356
UniRef100_A0A6P8STP1/199-448,0.402
UniRef100_UPI002AD27831/139-393,0.360
UniRef100_UPI0021F51A9E/144-398,0.352
UniRef100_UPI0021F638C6/144-398,0.352
UniRef100_UPI001963DC58/164-418,0.352
UniRef100_UPI0025AE192B/160-414,0.356
UniRef100_UPI0018EAAD43/139-393,0.352
UniRef100_UPI0018EAE3FE/139-393,0.352
UniRef100_F6ZCX8/184-433,0.395
UniRef100_A0A8C4I2H9/144-398,0.352
UniRef100_A0A8C7ZDA9/144-398,0.356
UniRef100_UPI0018ED66A7/144-398,0.352
UniRef100_UPI0021F5519F/144-398,0.352
UniRef100_UPI0018EC97AD/144-398,0.352
UniRef100_UPI0021F62963/144-398,0.352
UniRef100_UPI0025AE3C56/160-414,0.356
UniRef100_UPI0025AE7948/140-394,0.356
UniRef100_A0A8C7ZDJ6/129-383,0.356
UniRef100_UPI0025A5FED8/159-413,0.364
UniRef100_UPI000CE23FF6/139-393,0.356
UniRef100_UPI000CE172B5/139-393,0.356
UniRef100_A0A4U5UKB4/139-393,0.352
UniRef100_A0A8C4HZ75/144-398,0.352
UniRef100_UPI0013AE8CA5/164-418,0.352
UniRef100_UPI0018EDAA21/139-393,0.352
UniRef100_UPI00155E32EC/164-418,0.352
UniRef100_UPI0018EC069E/139-393,0.352
UniRef100_A0A673CFG2/81-335,0.356
UniRef100_UPI000CE24FD8/144-398,0.356
UniRef100_A0A8C7Z748/139-393,0.356
UniRef100_UPI002436803A/139-393,0.356
UniRef100_A0A8C7Z8M1/129-383,0.356
UniRef100_UPI001963B1C6/164-418,0.352
UniRef100_UPI0021D7CAAB/139-393,0.352
UniRef100_UPI0018ED1CB6/144-398,0.352
UniRef100_UPI0025AEB479/160-414,0.356
UniRef100_UPI0015E07860/144-398,0.352
UniRef100_UPI0021D7BD13/139-393,0.352
UniRef100_UPI0018EC5312/144-398,0.352
UniRef100_UPI0025AEBE00/160-414,0.356
UniRef100_A0A8C8DYL9/144-398,0.356
UniRef100_UPI002AD2B26F/139-393,0.360
UniRef100_UPI002AD40186/139-393,0.360
UniRef100_UPI0021F627CE/139-393,0.352
UniRef100_UPI000CE26941/139-393,0.356
UniRef100_UPI000E1C4DA9/208-457,0.395
UniRef100_UPI0016536016/139-393,0.352
UniRef100_UPI001BD308BA/139-393,0.352
UniRef100_UPI000CE28D5D/164-418,0.356
UniRef100_UPI0011E9BB54/139-393,0.356
UniRef100_A0A8C4I0M9/144-398,0.352
UniRef100_A0A8C7Z805/139-393,0.356
UniRef100_A0A8C8DYM1/139-393,0.356
UniRef100_UPI000CE27ADE/144-398,0.356
UniRef100_UPI00241160F5/139-393,0.356
UniRef100_UPI001E8DFF5B/144-398,0.352
UniRef100_UPI002AD41D51/139-393,0.360
UniRef100_UPI0021F5105E/144-398,0.352
UniRef100_UPI0025AE30A6/160-414,0.356
UniRef100_UPI001A7E6BCE/139-393,0.360
UniRef100_UPI0013AF6128/164-418,0.352
UniRef100_UPI000C6FC3B1/139-393,0.352
UniRef100_UPI00155E2456/164-418,0.352
UniRef100_UPI0024115818/144-398,0.356
UniRef100_UPI0025A61CB6/159-413,0.364
UniRef100_UPI0019661540/164-418,0.352
UniRef100_UPI001A7E6FE2/144-398,0.360
UniRef100_UPI00148FED09/139-393,0.352
UniRef100_UPI0024BD862A/144-398,0.352
UniRef100_UPI002AD2D3C7/139-393,0.360
UniRef100_UPI0011EA144F/139-393,0.356
UniRef100_UPI000CE1CA79/164-418,0.356
UniRef100_UPI001653C4CC/139-393,0.352
UniRef100_UPI0013AF2694/164-418,0.352
UniRef100_UPI000CE1FC3F/164-418,0.356
UniRef100_A0A3P8S756/81-335,0.356
UniRef100_UPI00155DE9C9/164-418,0.352
UniRef100_UPI000CE1D1D4/164-418,0.356
UniRef100_UPI0013AE95AA/164-418,0.352
UniRef100_UPI00155DEADF/164-418,0.352
UniRef100_UPI0024119007/139-393,0.356
UniRef100_UPI0019649BA5/164-418,0.352
UniRef100_UPI0011EA1B64/144-398,0.356
UniRef100_UPI001962DC25/164-418,0.352
UniRef100_A0A3Q1BF13/144-398,0.356
UniRef100_UPI001A7E35E2/139-393,0.360
UniRef100_UPI002410B8DB/144-398,0.356
UniRef100_UPI0025A4D42F/159-413,0.364
UniRef100_UPI001A7EF516/144-398,0.360
UniRef100_UPI001E269499/227-476,0.395
UniRef100_UPI001653E1FE/144-398,0.352
UniRef100_A0A3P8S5B9/81-335,0.356
UniRef100_UPI000CE1AF42/164-418,0.356
UniRef100_UPI000CE26F2C/164-418,0.356
UniRef100_UPI000CE26EB4/164-418,0.356
UniRef100_A0A8D0B2Q1/125-379,0.352
UniRef100_UPI002410C92C/164-418,0.356
UniRef100_UPI000E1CEFD9/215-464,0.395
UniRef100_UPI001A7ECBFE/164-418,0.360
UniRef100_UPI0013AED4E2/164-418,0.352
UniRef100_UPI00155E597C/164-418,0.352
UniRef100_UPI002DB7A4DD/139-393,0.356
UniRef100_UPI001653BEDC/144-398,0.352
UniRef100_A0A668W7G2/118-372,0.356
UniRef100_UPI00117D470A/44-298,0.356
UniRef100_UPI002DBB8830/139-393,0.356
UniRef100_UPI0023DFA43F/216-465,0.395
UniRef100_UPI0024BDB8C6/164-418,0.352
UniRef100_UPI000674A78E/139-393,0.356
UniRef100_UPI0012BC8AF1/139-393,0.356
UniRef100_UPI002410CCBE/164-418,0.356
UniRef100_A0A668W6M9/139-393,0.356
UniRef100_UPI0024116437/164-418,0.356
UniRef100_UPI000C6FA9DA/139-393,0.352
UniRef100_UPI001A7E8826/164-418,0.360
UniRef100_UPI001A7EB467/164-418,0.360
UniRef100_A0A673CHT1/138-392,0.356
UniRef100_UPI002DB7F6F4/139-393,0.356
UniRef100_UPI0025AE2892/160-414,0.356
UniRef100_A0A673CDH5/130-384,0.356
UniRef100_UPI002233E85D/139-393,0.356
UniRef100_A0A669CBY1/130-384,0.356
UniRef100_UPI001BEA719F/139-393,0.352
UniRef100_UPI000C6F99FA/139-393,0.352
UniRef100_UPI002AD20113/139-393,0.360
UniRef100_A0A668W7F4/131-385,0.356
UniRef100_UPI002411623A/164-418,0.356
UniRef100_UPI00117DA587/144-398,0.356
UniRef100_A0A668W5P9/139-393,0.356
UniRef100_UPI000904EC51/139-393,0.356
UniRef100_UPI001BE82A5D/139-393,0.352
UniRef100_A0A668W4S4/139-393,0.356
UniRef100_A0A8C4HZ44/139-393,0.352
UniRef100_UPI0024BD9C26/164-418,0.352
UniRef100_UPI001BD597E5/139-393,0.352
UniRef100_UPI0006483C66/139-393,0.356
UniRef100_A0A9Y6M9G1/139-393,0.356
UniRef100_A0A091GJF4/222-471,0.395
UniRef100_UPI001A7EEE47/164-418,0.360
UniRef100_A0A8C9MJ14/216-465,0.395
UniRef100_A0A3P9MM25/139-393,0.356
UniRef100_A0A669CH64/144-398,0.356
UniRef100_UPI0021C6E7B9/219-468,0.395
UniRef100_A0A668W6Q3/172-426,0.356
UniRef100_UPI001C2DAF86/144-398,0.356
UniRef100_UPI00117ED630/139-393,0.356
UniRef100_UPI001BD24C8D/139-393,0.352
UniRef100_UPI002233FCBC/139-393,0.356
UniRef100_UPI002896A7A6/219-468,0.395
UniRef100_UPI0016537087/144-398,0.352
UniRef100_UPI002AD45CCE/139-393,0.360
UniRef100_UPI001BE7877A/139-393,0.352
UniRef100_UPI0011801448/144-398,0.356
UniRef100_UPI0028BDD3E4/195-444,0.395
UniRef100_A0A6I8P4Z3/199-448,0.395
UniRef100_UPI001BEB20C8/139-393,0.352
UniRef100_UPI000C23A440/139-393,0.356
UniRef100_A0A3Q2VK68/139-393,0.356
UniRef100_UPI000674BE22/164-418,0.356
UniRef100_A0A8C4HZN6/195-449,0.352
UniRef100_UPI000DF31768/144-398,0.356
UniRef100_UPI0028A1D784/221-470,0.395
UniRef100_UPI0011802F1D/164-418,0.356
UniRef100_UPI0006473FF9/144-398,0.356
UniRef100_A0A8C0XHM3/199-448,0.395
UniRef100_UPI000D62658B/159-413,0.352
UniRef100_A0A9Y6M4V7/144-398,0.356
UniRef100_UPI00148F75B1/139-393,0.352
UniRef100_UPI000901F9D2/139-393,0.352
UniRef100_A0A3P9MLS9/139-393,0.356
UniRef100_A0A9W2XQ89/144-398,0.352
UniRef100_UPI000C6F44A4/139-393,0.352
UniRef100_A0A673C9F7/138-392,0.356
UniRef100_UPI00196416D6/139-393,0.352
UniRef100_A0A7K7YDT9/221-470,0.395
UniRef100_UPI0024BD8E0D/164-418,0.352
UniRef100_UPI002234A9BE/164-418,0.356
UniRef100_A0A3P9LEI3/144-398,0.356
UniRef100_UPI0025A4D42A/134-388,0.364
UniRef100_UPI000F5F9638/144-398,0.352
UniRef100_A0A7K9LID3/224-473,0.395
UniRef100_UPI002410D9D8/139-393,0.356
UniRef100_UPI000674E5CE/164-418,0.356
UniRef100_F6R510/314-563,0.391
UniRef100_UPI002410B86C/139-393,0.356
UniRef100_UPI002AD29970/139-393,0.360
UniRef100_A0A3Q1BF24/144-398,0.356
UniRef100_UPI002E0FC7E4/219-468,0.395
UniRef100_UPI000648A061/164-418,0.356
UniRef100_UPI0025A4EC81/139-393,0.364
UniRef100_A0A9Y6JBB6/164-418,0.356
UniRef100_UPI001A7EE320/139-393,0.360
UniRef100_UPI00117DB8CA/164-418,0.356
UniRef100_UPI000E404E2C/144-398,0.356
UniRef100_UPI0013AF059C/139-393,0.352
UniRef100_UPI001C2D8AED/144-398,0.356
UniRef100_A0A7K9C2Q4/224-473,0.395
UniRef100_UPI002234CC1B/164-418,0.356
UniRef100_UPI000900B876/139-393,0.352
UniRef100_UPI0019634A44/139-393,0.352
UniRef100_A0A7L1WJR6/225-474,0.395
UniRef100_UPI0024BE8F6B/139-393,0.352
UniRef100_UPI001180DF1B/139-393,0.356
UniRef100_UPI002234889B/164-418,0.356
UniRef100_UPI00232A4F3B/139-393,0.356
UniRef100_A0A3Q1B316/139-393,0.356
UniRef100_UPI0024BF0033/164-418,0.352
UniRef100_UPI0024115593/139-393,0.356
UniRef100_UPI0025A660CB/134-388,0.364
UniRef100_A0A9Y4NKU0/139-393,0.356
UniRef100_UPI0024111568/139-393,0.356
UniRef100_UPI000333F855/199-448,0.391
UniRef100_UPI0009012C82/144-398,0.352
UniRef100_A0A669F6V6/164-418,0.356
UniRef100_UPI000DF2BF08/164-418,0.356
UniRef100_A0A9W2XQI0/144-398,0.352
UniRef100_A0A3Q1CHI3/144-398,0.356
UniRef100_UPI00117BEB7E/164-418,0.356
UniRef100_UPI0011814B29/139-393,0.356
UniRef100_A0A3P9DJB9/164-418,0.356
UniRef100_A0A9Y3VHR6/164-418,0.356
UniRef100_UPI001A7E5CCA/139-393,0.360
UniRef100_UPI00148F5376/139-393,0.352
UniRef100_UPI00155E760D/139-393,0.352
UniRef100_UPI000329D62B/164-418,0.356
UniRef100_UPI001A7EE2DC/139-393,0.360
UniRef100_UPI00241102FE/144-398,0.356
UniRef100_UPI00196529C6/144-398,0.352
UniRef100_G5B8J0/177-426,0.391
UniRef100_UPI0025A5AE16/139-393,0.364
UniRef100_UPI002DB997B8/139-393,0.356
UniRef100_A0A9W2XQG3/144-398,0.352
UniRef100_UPI0024BD829C/164-418,0.352
UniRef100_UPI0013AEDD45/139-393,0.352
UniRef100_UPI002DBE55DE/139-393,0.356
UniRef100_UPI0022341961/164-418,0.356
UniRef100_UPI0024BE9292/164-418,0.352
UniRef100_UPI002FE5130A/164-418,0.356
UniRef100_UPI002AD40774/15-269,0.360
UniRef100_UPI001A7EEE96/144-398,0.360
UniRef100_UPI002404DACD/160-414,0.356
UniRef100_UPI0024111CC2/164-418,0.356
UniRef100_UPI00117E40EF/139-393,0.356
UniRef100_UPI002410DC88/139-393,0.356
UniRef100_A0A7M4EJT6/227-476,0.395
UniRef100_A0A7K8X756/227-476,0.395
UniRef100_UPI000900B869/144-398,0.352
UniRef100_UPI0019651AC9/164-418,0.352
UniRef100_UPI0025A530BC/134-388,0.364
UniRef100_UPI001C4C69E5/139-393,0.352
UniRef100_U3JG49/227-476,0.395
UniRef100_UPI00155E3F6A/144-398,0.352
UniRef100_UPI002411453D/144-398,0.356
UniRef100_Q9IAK4/227-476,0.395
UniRef100_UPI0024114C0A/164-418,0.356
UniRef100_UPI00241161D3/144-398,0.356
UniRef100_UPI00117DFF72/144-398,0.356
UniRef100_UPI000900BEA5/144-398,0.352
UniRef100_UPI0013AF79AD/144-398,0.352
UniRef100_UPI00117D9919/164-418,0.356
UniRef100_UPI001180C97F/139-393,0.356
UniRef100_A0A8D2M5S6/226-475,0.395
UniRef100_UPI000E417225/164-418,0.356
UniRef100_UPI001A7E6760/139-393,0.360
UniRef100_UPI0025A67787/159-413,0.364
UniRef100_UPI0025A5B4C7/139-393,0.364
UniRef100_UPI000E4182C8/164-418,0.356
UniRef100_A0A7L1NUB0/227-476,0.395
UniRef100_UPI001C4AB494/144-398,0.352
UniRef100_UPI0025A5E7A0/139-393,0.364
UniRef100_UPI002DBB058B/139-393,0.356
UniRef100_UPI00196497C4/144-398,0.352
UniRef100_UPI001A7EFD70/164-418,0.360
UniRef100_UPI001A7E8338/144-398,0.360
UniRef100_UPI001A7EF2FD/164-418,0.360
UniRef100_UPI00117DFFFB/144-398,0.356
UniRef100_UPI001A7EEF89/144-398,0.360
UniRef100_UPI002405674E/160-414,0.356
UniRef100_UPI00155E830C/164-418,0.352
UniRef100_UPI00117C1F02/164-418,0.356
UniRef100_UPI0011800826/164-418,0.356
UniRef100_A0A6P7YF00/227-476,0.402
UniRef100_UPI0013AF61D4/164-418,0.352
UniRef100_G1N637/230-479,0.395
UniRef100_UPI0024119658/164-418,0.356
UniRef100_A0A9W2XQL6/144-398,0.352
UniRef100_UPI002410DC8A/164-418,0.356
UniRef100_A0A6P8SGI8/227-476,0.402
UniRef100_UPI0019636FB5/144-398,0.352
UniRef100_UPI001962C069/164-418,0.352
UniRef100_UPI001C4D0C69/139-393,0.352
UniRef100_UPI00241199C1/164-418,0.356
UniRef100_UPI00155E5438/144-398,0.352
UniRef100_UPI0019645EF6/164-418,0.352
UniRef100_UPI002410E9D2/164-418,0.356
UniRef100_UPI001952F925/139-393,0.356
UniRef100_UPI0025A56166/159-413,0.364
UniRef100_UPI0013AF1975/144-398,0.352
UniRef100_UPI0024BEF550/164-418,0.352
UniRef100_UPI0025A5B3F0/159-413,0.364
UniRef100_UPI001A7EF90A/164-418,0.360
UniRef100_UPI0025A5D42E/159-413,0.364
UniRef100_UPI001A7E3AE6/164-418,0.360
UniRef100_UPI001C4AF2EC/144-398,0.352
UniRef100_UPI001A7EBEC0/164-418,0.360
UniRef100_UPI001A7EF9EB/164-418,0.360
UniRef100_UPI000E1D1B1A/232-481,0.395
UniRef100_H0Z6H8/229-478,0.395
UniRef100_UPI00155F0BA4/144-398,0.352
UniRef100_A0A484D030/139-393,0.352
UniRef100_UPI00117FF2F4/164-418,0.356
UniRef100_A0A9W2XQC9/144-398,0.352
UniRef100_UPI00155E9121/164-418,0.352
UniRef100_UPI0013AFC31A/144-398,0.352
UniRef100_UPI0024114F1D/164-418,0.356
UniRef100_UPI002234DACE/139-393,0.356
UniRef100_UPI0013AEC41C/164-418,0.352
UniRef100_A0A091S3K0/173-422,0.391
UniRef100_UPI00155EF2CB/164-418,0.352
UniRef100_UPI0024114C68/164-418,0.356
UniRef100_UPI001A7EB312/159-413,0.360
UniRef100_UPI0013AEFA4F/164-418,0.352
UniRef100_UPI001180B7B8/139-393,0.356
UniRef100_A0A3B4AAY6/144-398,0.356
UniRef100_A0A668W2J8/129-383,0.356
UniRef100_UPI001952B0F1/139-393,0.356
UniRef100_UPI0006745D4C/139-393,0.356
UniRef100_UPI00117C4534/164-418,0.356
UniRef100_UPI001962A795/164-418,0.352
UniRef100_UPI0012BBB17A/139-393,0.356
UniRef100_UPI0003945808/139-393,0.356
UniRef100_UPI0025A570E5/159-413,0.364
UniRef100_UPI001A7E22EB/164-418,0.360
UniRef100_UPI001653B1A0/139-393,0.352
UniRef100_UPI0025A5D0BB/159-413,0.364
UniRef100_UPI001A7E3DEE/164-418,0.360
UniRef100_UPI001966BBCE/164-418,0.352
UniRef100_UPI001C2D2578/139-393,0.356
UniRef100_UPI000D626D5B/159-413,0.352
UniRef100_UPI00117D81E0/144-398,0.356
UniRef100_UPI00117E6797/164-418,0.356
UniRef100_UPI00039421E1/144-398,0.356
UniRef100_UPI002FE514F1/139-393,0.356
UniRef100_UPI002AD4D2CF/139-393,0.360
UniRef100_A0A3B4THH9/132-386,0.352
UniRef100_UPI00223415A3/139-393,0.356
UniRef100_UPI0022345F08/139-393,0.356
UniRef100_UPI001CE1B783/139-393,0.352
UniRef100_UPI002FC6E008/199-448,0.395
UniRef100_UPI00155EBA19/164-418,0.352
UniRef100_UPI0011812F98/164-418,0.356
UniRef100_UPI0013AEE41D/164-418,0.352
UniRef100_UPI00155EB85A/164-418,0.352
UniRef100_A0A668W6P1/141-395,0.356
UniRef100_UPI001964FAC2/144-398,0.352
UniRef100_A0A669ETA6/139-393,0.356
UniRef100_UPI0016534CA8/139-393,0.352
UniRef100_UPI0013AF6A36/164-418,0.352
UniRef100_UPI0016539020/139-393,0.352
UniRef100_A0A3P9DJZ7/139-393,0.356
UniRef100_A0A9Y6JE85/139-393,0.356
UniRef100_A0A9B0TLS0/199-448,0.398
UniRef100_A0A669DRC8/164-418,0.356
UniRef100_UPI00032A03B2/139-393,0.356
UniRef100_A0A3Q3CSC4/139-393,0.356
UniRef100_UPI001BE7E31E/139-393,0.352
UniRef100_UPI00117F503A/164-418,0.356
UniRef100_UPI001966839D/164-418,0.352
UniRef100_A0A669EW33/144-398,0.356
UniRef100_UPI001653679A/144-398,0.352
UniRef100_UPI0022340E99/139-393,0.356
UniRef100_UPI002FE5AAAB/139-393,0.356
UniRef100_I3J3C6/144-398,0.356
UniRef100_A0A3P9DIB4/144-398,0.356
UniRef100_UPI0016534A6B/144-398,0.352
UniRef100_UPI000E402FCC/144-398,0.356
UniRef100_UPI000329C252/144-398,0.356
UniRef100_A0A3Q2X3L9/144-398,0.356
UniRef100_UPI001180ED20/163-417,0.356
UniRef100_A0A6G0IRG1/139-393,0.352
UniRef100_UPI0021F558C8/139-393,0.352
UniRef100_UPI0015E1EF97/139-393,0.352
UniRef100_UPI002234DC20/164-418,0.356
UniRef100_UPI00118072D4/164-418,0.356
UniRef100_A0A3B4WGV6/137-391,0.352
UniRef100_A0A668W6Q7/150-404,0.356
UniRef100_UPI0022348B1F/164-418,0.356
UniRef100_UPI001B3AE899/139-393,0.352
UniRef100_UPI000F5E185A/139-393,0.352
UniRef100_A0A9W2XPI9/144-398,0.352
UniRef100_UPI00155E4F53/164-418,0.352
UniRef100_A0A9W2XPW3/144-398,0.352
UniRef100_UPI0021F570F6/144-398,0.352
UniRef100_UPI000393E7CB/164-418,0.356
UniRef100_UPI0021F502C4/144-398,0.352
UniRef100_UPI000DF14832/164-418,0.356
UniRef100_UPI0023A7A3CE/215-464,0.395
UniRef100_UPI0015E1CC71/144-398,0.352
UniRef100_UPI0013AEFAA8/164-418,0.352
UniRef100_I3J3C5/164-418,0.356
UniRef100_A0A9W2XQL9/144-398,0.352
UniRef100_UPI000E409D20/139-393,0.356
UniRef100_UPI001B3AD46E/144-398,0.352
UniRef100_UPI0015E1F8FF/144-398,0.352
UniRef100_A0A3P9DJD6/164-418,0.356
UniRef100_UPI000E42B8AA/164-418,0.356
UniRef100_UPI000901EB34/144-398,0.352
UniRef100_UPI000329D694/164-418,0.356
UniRef100_UPI001653841C/144-398,0.352
UniRef100_UPI001C2DA4F6/144-398,0.356
UniRef100_UPI00223402DE/164-418,0.356
UniRef100_A0A3Q3CSD1/164-418,0.356
UniRef100_UPI002406D959/135-389,0.356
UniRef100_UPI0011C3DABC/238-487,0.395
UniRef100_UPI000E3FEDB0/144-398,0.356
UniRef100_UPI002234DBC4/164-418,0.356
UniRef100_UPI002436BABE/139-393,0.356
UniRef100_UPI001C05C979/238-487,0.395
UniRef100_UPI002436D4BF/139-393,0.356
UniRef100_UPI002234C234/164-418,0.356
UniRef100_UPI0025AE8C8B/160-414,0.356
UniRef100_UPI002AD56024/139-393,0.360
UniRef100_UPI002234855A/164-418,0.356
UniRef100_UPI0024062609/140-394,0.356
UniRef100_UPI0021F60F94/139-393,0.352
UniRef100_UPI0015E1D601/139-393,0.352
UniRef100_UPI0019667565/164-418,0.352
UniRef100_A0A9Y3R4N3/159-413,0.356
UniRef100_UPI001B3AC5E2/139-393,0.352
UniRef100_UPI00272AAB55/164-418,0.349
UniRef100_A0A8D2ZLA6/139-393,0.352
UniRef100_A0A3P8VNC9/116-370,0.352
UniRef100_A0A669DK09/164-418,0.356
UniRef100_UPI0009009DBE/139-393,0.352
UniRef100_UPI0021F6928C/144-398,0.352
UniRef100_A0A669B8T3/164-418,0.356
UniRef100_UPI00163281BC/144-398,0.352
UniRef100_UPI0015E246D2/144-398,0.352
UniRef100_A0A8C4I1R4/144-398,0.352
UniRef100_UPI000900FCF9/139-393,0.352
UniRef100_UPI0021F522EB/144-398,0.352
UniRef100_UPI00272A1CEE/164-418,0.349
UniRef100_A0A3P9DJB4/164-418,0.356
UniRef100_UPI0015E254CF/144-398,0.352
UniRef100_A0A3Q3CSD0/164-418,0.356
UniRef100_UPI001B3B13AE/144-398,0.352
UniRef100_UPI000E41E2AC/164-418,0.356
UniRef100_UPI0022349C17/164-418,0.356
UniRef100_UPI0009018E15/144-398,0.352
UniRef100_UPI0003299031/164-418,0.356
UniRef100_UPI0015E139C4/144-398,0.352
UniRef100_A0A9Y3RHR0/164-418,0.356
UniRef100_UPI000901EA2D/144-398,0.352
UniRef100_UPI002234DA60/164-418,0.356
UniRef100_UPI00272C1195/164-418,0.349
UniRef100_UPI002FE56D46/164-418,0.356
UniRef100_UPI00155E6FAD/164-418,0.352
UniRef100_UPI0009019FF8/144-398,0.352
UniRef100_UPI002405B0D6/160-414,0.356
UniRef100_UPI00145B387E/139-393,0.356
UniRef100_UPI00187A648E/199-448,0.391
UniRef100_A0A9W2XQB9/144-398,0.352
UniRef100_UPI0013AF73CB/164-418,0.352
UniRef100_UPI000873A48B/139-393,0.352
